Id,mean_exam_points
10252,54.81623761010441
10253,62.16804208566864
10254,53.63161402769417
10255,53.6551064497431
10256,59.2242653436544
10257,67.31889900432289
10258,44.48775832814101
10259,59.543857022204136
10260,57.68263380938325
10261,69.95518803724127
10262,67.65013078908018
10263,76.41000094539939
10264,62.2097294413468
10265,53.472419718971736
10266,49.76911045181049
10267,73.65149181160393
10268,76.35280733811108
10269,78.20611307938823
10270,78.12977050373952
10271,44.47813607575003
10272,53.795822880716365
10273,73.87191294138651
10274,55.48652323998729
10275,56.097489064953294
10276,58.52533684619178
10277,66.17773239594399
10278,64.633294329552
10279,61.58577536440984
10280,61.99411760285015
10281,70.99842731695355
10282,46.834261452198604
10283,80.95395294908755
10284,54.19818235998428
10285,47.84486415666724
10286,56.85825234743325
10287,59.37582834848468
10288,58.028740852895126
10289,70.57914211417824
10290,91.31454724604647
10291,54.085770865877514
10292,50.6897595352837
10293,47.73006799350841
10294,80.67208451177049
10295,48.23536934574274
10296,61.480898779072106
10297,65.13859568178631
10298,54.95471898555843
10299,58.491732056075506
10300,55.140416196475414
10301,67.01043061758683
10302,69.6911171431811
10303,46.34986582347898
10304,106.73774016813822
10305,64.66582204690494
10306,52.897781283887284
10307,81.52849498904887
10308,59.17782493281777
10309,43.05253111734781
10310,60.396841845625964
10311,55.023863278162295
10312,59.03473584927255
10313,90.2379898902338
10314,53.986330035020586
10315,71.64590085927978
10316,47.20117782410205
10317,53.200375117240355
10318,50.33786252284568
10319,76.96877524460926
10320,62.455279933832074
10321,81.1702839760831
10322,62.425272580948416
10323,70.12129144363915
10324,53.98642643014372
10325,52.88776531094308
10326,42.45353762389244
10327,80.22731848832551
10328,61.601446710038175
10329,68.00420399367121
10330,73.81147400772032
10331,65.44215773001201
10332,59.360559369176855
10333,81.9011173975229
10334,94.85484635294654
10335,66.44299046554723
10336,51.01404396182758
10337,71.83009099430394
10338,51.3699660479767
10339,49.348760639039426
10340,60.55417054130339
10341,52.14241510848179
10342,101.9002427420563
10343,74.09977652168794
10344,48.62703186468643
10345,64.95158655187375
10346,75.46585943987726
10347,64.0439257203715
10348,55.90187097122618
10349,75.81196648338914
10350,54.830732937968214
10351,62.80075841055847
10352,76.34577480197215
10353,46.76511715959472
10354,60.672035378612094
10355,66.41016110005732
10356,85.47684565121483
10357,62.59637806887848
10358,64.44628519963942
10359,51.978614704320094
10360,62.28669481037127
10361,62.331338959945676
10362,60.1519074571586
10363,66.30829629985426
10364,57.34154131017114
10365,52.74738872922565
10366,60.59598198833277
10367,43.28514441222762
10368,62.29243608976199
10369,73.90464591175329
10370,78.24842322844218
10371,75.79892954188277
10372,49.36076821337019
10373,52.87716474574198
10374,66.04835566757677
10375,56.28080738022796
10376,72.31637927940892
10377,56.2836139123488
10378,85.57951477073796
10379,101.15871236029228
10380,73.65840090927938
10381,59.39046514517541
10382,59.05154392194079
10383,56.256779768798864
10384,63.901753530279585
10385,64.05875228959067
10386,43.04109495916506
10387,54.42169920725709
10388,80.24803142159394
10389,55.53996914362249
10390,62.29870238470204
10391,52.034461708933456
10392,53.7537654296762
10393,65.70515155130886
10394,66.39114803292799
10395,59.75027962915715
10396,77.1955103749196
10397,68.46000937657433
10398,99.49241574892771
10399,53.03626265934129
10400,52.15995483241649
10401,80.88471226136055
10402,66.88293473493871
10403,74.62927761335024
10404,82.40563086236327
10405,88.48475268789748
10406,73.81147400772032
10407,53.860049024143606
10408,39.97646994303683
10409,60.049061979315326
10410,62.03754688065341
10411,50.32571904728388
10412,53.730176612504145
10413,54.78930707143135
10414,52.094900642599654
10415,58.407568404006206
10416,89.34496283770449
10417,50.421598538436484
10418,51.97713220041408
10419,65.95348389740471
10420,50.48491335600632
10421,41.87129794597399
10422,51.12320344019861
10423,57.0873788361535
10424,104.4118660449935
10425,45.9786395152019
10426,79.66658028395717
10427,73.11045816663574
10428,80.33886932510644
10429,74.26231255191139
10430,52.32333563904909
10431,78.24473241380427
10432,79.22542114279454
10433,88.48484908302062
10434,65.19272126781249
10435,71.7517186161498
10436,83.99446642143113
10437,63.27648818644835
10438,50.55127815982969
10439,49.08569811884753
10440,72.69010835386469
10441,57.636933249292895
10442,56.2065521482012
10443,53.4030826361216
10444,51.89607672860258
10445,57.36633318844807
10446,48.557791176959434
10447,65.07514496298545
10448,52.51194823997763
10449,53.19833285196735
10450,71.32961139612313
10451,79.75143542829728
10452,87.55939070826149
10453,75.77836169327288
10454,78.55101706179525
10455,50.49405750920103
10456,93.39938122990979
10457,47.61652555534093
10458,37.78045576876401
10459,55.93839115135399
10460,51.471927243302886
10461,61.74663331250355
10462,62.06143302325557
10463,53.5415640115756
10464,56.13322135768716
10465,56.24807440986119
10466,62.32317548439117
10467,63.93719663764407
10468,49.95880267538044
10469,50.41989867229739
10470,76.62096833495828
10471,58.783286529970454
10472,51.64270279486662
10473,49.430008901097196
10474,42.99957269750507
10475,54.581681403373466
10476,68.31666674095891
10477,55.78480895543252
10478,74.78458831718852
10479,75.28585580276327
10480,85.25251718947854
10481,63.1827986771112
10482,59.12948996860546
10483,68.80689184471258
10484,51.95641926714565
10485,55.38087123002319
10486,65.0534513520768
10487,62.320299600487544
10488,39.19449502526389
10489,60.346737663491766
10490,50.881686814372905
10491,55.601578527457335
10492,45.84734396002515
10493,47.34457734873268
10494,51.85807923612161
10495,102.88725662935289
10496,51.96531741632958
10497,89.78102350221181
10498,55.47739154956015
10499,58.02883724801826
10500,56.67704564921438
10501,80.23602384726318
10502,77.55532485890133
10503,68.22263417495498
10504,53.03626265934129
10505,64.79114049251102
10506,75.75264602637097
10507,77.40483590911657
10508,70.11235123846924
10509,91.66876207999483
10510,50.5185576522305
10511,80.41283784311734
10512,45.78014553757115
10513,56.96661354295435
10514,55.2254641310618
10515,57.63420245004781
10516,83.30643883231754
10517,53.908480383479045
10518,60.17553578043858
10519,71.627476852828
10520,53.949906250015914
10521,56.178833722134186
10522,62.58427409942459
10523,52.06626532307934
10524,72.18480700163036
10525,80.42793866358481
10526,40.63235664017905
10527,83.05300800956637
10528,60.70743642999058
10529,45.80786396363816
10530,56.94899385582262
10531,50.92520002453171
10532,59.82081977311215
10533,47.05068887431728
10534,74.66900361374802
10535,42.76700809216068
10536,60.582178152739786
10537,83.70889470670858
10538,69.83057919627531
10539,44.559778504648506
10540,58.285806254156725
10541,50.412796784375686
10542,48.18134894778814
10543,58.25017035654599
10544,62.51232327469989
10545,82.65196924224249
10546,55.82062270916842
10547,77.68506826448143
10548,71.87054864596819
10549,55.2434639096147
10550,68.70122737198089
10551,84.93582843817276
10552,59.56545423798964
10553,61.97340466958171
10554,49.34005528010176
10555,101.23675480208009
10556,55.98691890581256
10557,44.6191502784409
10558,57.523439500660814
10559,72.0664434622971
10560,64.14551626932628
10561,56.50413143725451
10562,54.52444828997723
10563,78.19910758658965
10564,76.91154213121301
10565,85.7991480131266
10566,61.35832104560061
10567,66.06513112930878
10568,54.247581934192354
10569,64.36833915297476
10570,51.58959929036534
10571,64.29210543521675
10572,87.47443916879824
10573,63.90033405838234
10574,62.771186834214035
10575,77.1955103749196
10576,56.49713840722352
10577,69.7475623691834
10578,90.58021332886153
10579,56.67625776182043
10580,63.285250434401235
10581,84.20919397741072
10582,85.37188910268007
10583,49.10471118597687
10584,47.33946640930979
10585,48.80114913775118
10586,36.68009223354619
10587,77.4100432436626
10588,79.88121144481363
10589,80.73261984055982
10590,52.40137808083689
10591,61.48591332337186
10592,43.329638952914365
10593,69.26109638848364
10594,50.657039027684505
10595,61.63509100626236
10596,66.65449973848926
10597,52.50324288103996
10598,56.11839478846798
10599,45.795940321662954
10600,57.54424882905238
10601,73.74835453027482
10602,74.68700641001874
10603,53.82723212142129
10604,101.02912913402221
10605,78.22631691517613
10606,82.85827419835633
10607,99.64290469871247
10608,56.06807077274719
10609,64.30569125568891
10610,57.45419881293381
10611,78.0605991677953
10612,53.90838398835592
10613,58.22955381840069
10614,87.57319454385448
10615,57.32772501181057
10616,59.73237322800955
10617,50.28633544602002
10618,59.7265437529755
10619,61.67632408255296
10620,53.70956007435885
10621,60.07075559022396
10622,52.96711836673742
10623,59.198730656332465
10624,77.1955103749196
10625,81.68268721623913
10626,73.7422333199933
10627,80.4735634907994
10628,77.63157103942692
10629,61.23666899853087
10630,48.052586219848244
10631,56.650433889129104
10632,74.66900361374802
10633,57.099386410484264
10634,87.74768955183382
10635,80.01259093234592
10636,51.084297938131016
10637,53.79941730023114
10638,67.75495966883021
10639,48.4923383518812
10640,57.71535431698244
10641,71.74874633712305
10642,53.55026937051328
10643,57.07867347721583
10644,46.121334431906405
10645,52.4618170145031
10646,51.52035860263834
10647,78.35821796295654
10648,61.018238817247095
10649,63.10256370362987
10650,50.42447442234011
10651,93.22404973796164
10652,52.539617976509234
10653,52.539617976509234
10654,54.80141104088524
10655,44.21969372641693
10656,52.539763061167776
10657,71.3939339346735
10658,51.54107153590677
10659,62.8930855381823
10660,57.34444423741509
10661,90.72238551895343
10662,84.81213412583001
10663,53.64961380624707
10664,50.816136941283816
10665,81.05971381694236
10666,54.067578297078356
10667,56.96286402548057
10668,110.61307936474226
10669,66.59726662509303
10670,92.61721352189059
10671,51.73299881499597
10672,71.35718021330248
10673,51.17434795424958
10674,73.20944838792424
10675,63.03944422618437
10676,70.68378640316179
10677,92.91479281094391
10678,58.60239861033938
10679,60.00763611277847
10680,65.63679514609893
10681,58.35904064954764
10682,72.52979491639292
10683,55.747787601926625
10684,57.80540433310101
10685,53.74928607475661
10686,51.841623103986834
10687,82.34718287719589
10688,49.29162392076631
10689,76.45565281595434
10690,53.6243795178815
10691,80.60873018809275
10692,76.66848280084042
10693,74.89743861019745
10694,76.90372105479241
10695,44.377976709281945
10696,56.434987144650634
10697,74.3565013603524
10698,91.98501203704356
10699,61.268271029482044
10700,77.1955103749196
10701,67.42966195370988
10702,60.11048159062173
10703,49.09260721652298
10704,58.658720397878206
10705,75.76177902178715
10706,69.14537060205012
10707,95.57968455244637
10708,68.20901066684067
10709,56.52484437052294
10710,64.54834279008874
10711,48.32945257563313
10712,52.25419134644522
10713,58.117906586496616
10714,58.58957610527434
10715,58.611200364400176
10716,79.88121144481363
10717,80.58004354715312
10718,41.025093867055986
10719,53.82634783890421
10720,76.72381381280155
10721,60.29048522773573
10722,67.77576899722177
10723,73.42084785153486
10724,75.68462086251643
10725,46.3575634614361
10726,48.03644903662253
10727,53.730273007627275
10728,71.20302749222014
10729,72.75934904159168
10730,84.58111243084633
10731,80.17456472984885
10732,44.98105210604457
10733,52.54468121034441
10734,54.699353450435915
10735,54.81011639982292
10736,49.82051409017269
10737,38.334188480333765
10738,50.855959336804716
10739,77.70081172715392
10740,56.19366029135337
10741,78.65087910283323
10742,64.71444619648663
10743,62.49759008288601
10744,67.49880624631376
10745,86.58141211626892
10746,58.64480515451645
10747,97.46250498105276
10748,55.766265479675795
10749,62.062446311832005
10750,47.482962329063554
10751,52.19643550643639
10752,64.09245347483007
10753,54.90609483597672
10754,73.64347794493708
10755,66.7356516054239
10756,61.75187877080772
10757,52.38557083397752
10758,62.40154786254531
10759,57.92916497950872
10760,75.63988031781888
10761,45.29764446222722
10762,56.02834477234942
10763,46.631553933317356
10764,54.761685040487464
10765,59.502334760544144
10766,69.98879282735754
10767,59.1691195738801
10768,66.30829629985426
10769,81.42883518330692
10770,43.70568701524493
10771,86.63132597951036
10772,50.00445454593538
10773,52.849349924551845
10774,50.98733882433701
10775,57.5197486860229
10776,42.24313246705406
10777,61.18331949001879
10778,50.41989867229739
10779,62.34004431888336
10780,56.46440543685674
10781,69.19793222316825
10782,63.60193918570701
10783,73.09854698742811
10784,54.62922848019184
10785,50.87667227007314
10786,69.03532684116202
10787,63.4712788866736
10788,70.12304819879346
10789,83.40412959737802
10790,54.401774161382605
10791,52.18495065871822
10792,47.15265006964347
10793,73.90572061968653
10794,50.990311103363766
10795,73.61274903872443
10796,50.073791628785514
10797,44.67467106293046
10798,52.58416120673139
10799,84.80444895064046
10800,74.73401829745694
10801,62.230345979492114
10802,53.05697559260972
10803,81.16868050506714
10804,54.984233672887655
10805,76.78016264368073
10806,73.19536101656358
10807,81.45925430132188
10808,45.34408487306384
10809,59.85432816810528
10810,72.30267183893906
10811,49.0262424126996
10812,53.69376529026705
10813,49.84535663233608
10814,57.89814990564451
10815,60.69562419578415
10816,71.89923528690781
10817,48.83475392786744
10818,73.264650393826
10819,53.49313265224016
10820,57.66113298872088
10821,53.88066556228891
10822,59.586070776134946
10823,82.64714748818898
10824,49.95611958172307
10825,102.37612023448862
10826,84.72816326400697
10827,77.42394537136904
10828,69.16101275489132
10829,64.5897811193932
10830,51.619017582571445
10831,58.66873637082241
10832,60.90923262301441
10833,51.32163108376439
10834,48.49983396035614
10835,77.13497504613028
10836,45.1828482990684
10837,49.74830112341893
10838,54.05795604468737
10839,53.85285074109877
10840,61.582872437165875
10841,55.84843753035855
10842,45.24498709887369
10843,45.04427052849127
10844,58.99703340830983
10845,50.31083558904949
10846,51.24636813075708
10847,54.734949841938736
10848,53.08387352034656
10849,58.753771842641214
10850,33.00440499732884
10851,53.95700813793762
10852,57.95950016516813
10853,56.08786681256232
10854,105.29098040403913
10855,70.92111954879516
10856,69.11068873917053
10857,48.797807416250166
10858,58.06437675050587
10859,65.23968505736302
10860,46.87307055914306
10861,62.58846059733475
10862,50.6499371397628
10863,57.00943278948883
10864,45.80294581446154
10865,52.41328926004452
10866,68.36831081573598
10867,62.99962183066347
10868,55.77049148369388
10869,58.007143637109635
10870,67.64575150092377
10871,50.41989867229739
10872,78.45374419064501
10873,77.92924672360336
10874,58.491732056075506
10875,57.35144973021367
10876,57.10095365473239
10877,57.3970620946607
10878,60.03711129399978
10879,78.86357620420605
10880,46.924311468317164
10881,73.60652224989231
10882,49.34005528010176
10883,63.01251368751131
10884,52.66944268256097
10885,69.64959488152111
10886,41.0476079762948
10887,45.04149103971077
10888,77.7095170860916
10889,63.78178953868267
10890,62.75636026499485
10891,53.92919331674748
10892,41.87129794597399
10893,72.98778403804113
10894,54.496645931554674
10895,78.64217374389555
10896,78.53320705577077
10897,49.748493913665186
10898,48.86626021658323
10899,67.33090657865365
10900,60.34762194600884
10901,46.85516717571329
10902,67.08185504405891
10903,54.29601329352779
10904,69.60986888112333
10905,51.47202363842602
10906,68.86742717350191
10907,53.00265786922502
10908,61.296805039171076
10909,53.96571349687529
10910,86.55440011659383
10911,54.12481141047459
10912,83.70889470670858
10913,65.2244196938868
10914,50.4405152104427
10915,84.72796129033321
10916,55.709168267510606
10917,59.61398199244822
10918,76.4399419642181
10919,76.03661427007755
10920,89.60851612646049
10921,64.18634456736194
10922,56.57526478136686
10923,57.45929728958912
10924,92.53227444519493
10925,68.32950170879153
10926,47.754910535671804
10927,49.568393881428065
10928,61.255282777511084
10929,60.30531179695491
10930,82.78814922811225
10931,29.79780058135496
10932,53.36608743496892
10933,91.66374753569507
10934,53.174744034795296
10935,61.58943913570741
10936,68.22374084093671
10937,59.58616717125808
10938,57.77880503578332
10939,59.7659293285904
10940,51.778308286417
10941,59.51104011948182
10942,73.34589865588376
10943,58.56097274380252
10944,54.60239433664191
10945,56.754067907254054
10946,67.6501794786156
10947,56.41004820736413
10948,64.15727536829274
10949,45.615936684548956
10950,55.355143752455
10951,69.07684910282201
10952,53.79071194129347
10953,70.14527398136444
10954,53.769999008025046
10955,52.57248356876696
10956,55.47291219464057
10957,53.9577966782193
10958,68.34160567824541
10959,54.41548160185246
10960,46.53668216314529
10961,49.870987714781144
10962,67.96749102329714
10963,57.19231231050645
10964,57.64611362925544
10965,63.57416387062479
10966,61.75197516593086
10967,59.01774634157826
10968,52.094900642599654
10969,60.98260291963636
10970,55.258184638660985
10971,52.74738872922565
10972,89.93151245199657
10973,66.04631340230377
10974,87.39810905591712
10975,46.497052557870646
10976,55.43230191172573
10977,58.77448477590965
10978,63.267782827510686
10979,60.461260779299465
10980,72.06625067205084
10981,47.90997523549929
10982,76.89171348046166
10983,78.43353478726124
10984,54.06767469220148
10985,66.62406815770673
10986,58.56097274380252
10987,60.611078839641706
10988,58.21476930516751
10989,59.33701924154021
10990,52.91859061227885
10991,53.859952629020476
10992,60.87363623151159
10993,77.13497504613028
10994,53.26469765579073
10995,53.687866463450206
10996,56.782794054301604
10997,55.847553247841475
10998,58.75459988903083
10999,80.51877656709732
11000,70.28356558429002
11001,46.80941891003522
11002,84.1096181040243
11003,53.818526762483614
11004,64.09756139653514
11005,56.42297957031988
11006,46.51766909601595
11007,61.255282777511084
11008,54.84275297506656
11009,61.0874795049741
11010,60.057863733376124
11011,75.7929139101519
11012,55.929589397293185
11013,82.75542872051307
11014,56.03326292152606
11015,76.85810869034539
11016,52.773116206793844
11017,50.406910420326426
11018,70.63529815481115
11019,50.918194531733135
11020,65.63519167508296
11021,86.2561144011486
11022,79.50738597523473
11023,52.600201994833974
11024,52.629620287040076
11025,56.06807077274719
11026,52.475440522617404
11027,50.5185576522305
11028,88.48484908302062
11029,53.382466097976305
11030,55.77049148369388
11031,91.05565759463269
11032,75.46576304475414
11033,53.13501803439752
11034,57.09948280560739
11035,91.81433288060296
11036,69.21539681234097
11037,83.22519057025977
11038,52.66944268256097
11039,53.54166040669874
11040,62.69324078754936
11041,70.43195537978656
11042,51.426371767871075
11043,81.68268721623913
11044,73.20741728042975
11045,68.20293151254515
11046,94.14191933265434
11047,91.66374753569507
11048,54.63011276270892
11049,58.02173536009656
11050,57.784691399832575
11051,58.027952965501186
11052,86.1470513179007
11053,66.54873887063445
11054,57.997042426820826
11055,74.65417704452884
11056,66.11267820612714
11057,68.03084534697489
11058,97.312016031268
11059,49.36076821337019
11060,90.159947448446
11061,44.46694899974945
11062,63.081754375238305
11063,82.61325653042115
11064,72.68140299492701
11065,55.857094199760816
11066,78.94573579212124
11067,57.04506868709956
11068,58.444184979257145
11069,58.88806672018505
11070,80.18327008878653
11071,78.81236233837231
11072,65.21974754872095
11073,56.975827999372555
11074,78.53909341982003
11075,76.28775314829423
11076,58.50043741501318
11077,75.66346913499093
11078,66.15237159558868
11079,82.17928320953578
11080,86.16606438503003
11081,55.078181001546994
11082,91.30893513324551
11083,52.02575634999579
11084,75.67960631821664
11085,77.11945698464028
11086,73.21533475197349
11087,94.81570941322633
11088,52.80884849952771
11089,46.60592285087229
11090,78.81835756031228
11091,50.47932431738715
11092,49.41800132676643
11093,69.20157434827075
11094,51.589695685488465
11095,53.18344939373296
11096,45.87218650218854
11097,63.34568936806744
11098,57.00524629157867
11099,48.39869326336012
11100,47.82415122339881
11101,78.96636479303413
11102,92.25039354511027
11103,81.10113968347923
11104,78.72011979056022
11105,55.56724877543246
11106,54.4639129611879
11107,78.98215957712593
11108,57.5521663005961
11109,46.501874311924155
11110,57.50282296251551
11111,78.68098285084001
11112,52.8036980539969
11113,59.27065443771683
11114,77.90654284183611
11115,56.85825234743325
11116,92.47882854155972
11117,80.72649863027831
11118,117.84717163424837
11119,66.44264806641331
11120,50.88449334649374
11121,69.14429352928678
11122,58.13852312464192
11123,80.65627726491111
11124,101.60635426764091
11125,63.23123003644664
11126,50.73819089461914
11127,54.932694133294405
11128,66.71285132853353
11129,71.95656479542718
11130,76.2272178195049
11131,50.87667227007314
11132,51.70036223975233
11133,70.68582866843481
11134,59.01774634157826
11135,87.10742640177166
11136,50.83694626967537
11137,85.59161874019185
11138,75.37492514124163
11139,59.96781371725757
11140,64.54824639496562
11141,80.88559654387763
11142,50.855959336804716
11143,77.00859764013016
11144,48.77421859907811
11145,58.11869447389057
11146,67.23394746485964
11147,56.47932840119904
11148,60.02854183629316
11149,47.79633640220867
11150,55.243415220079285
11151,64.96851227538114
11152,54.5935925825811
11153,59.95298714803839
11154,71.13189414810779
11155,47.90209727006348
11156,71.36621550860647
11157,65.23172251211548
11158,85.26351147523286
11159,58.26927981879846
11160,59.066274096036835
11161,56.04035234668018
11162,84.87368963836748
11163,52.37186339350767
11164,46.26259529614091
11165,60.582178152739786
11166,51.035770183672454
11167,78.87060874034499
11168,55.42631915255335
11169,71.84458632216773
11170,52.759396303556414
11171,48.24407470468041
11172,91.52555534561046
11173,62.2115282524871
11174,48.112204655184264
11175,97.55245860204819
11176,53.74928607475661
11177,76.37770676928967
11178,74.31517188893866
11179,68.40954690974442
11180,91.59460324309119
11181,53.63151763257104
11182,50.39218024623038
11183,77.82305952425908
11184,64.0317730613822
11185,46.90350213992561
11186,56.539767334865246
11187,80.85486763766498
11188,32.556384464078484
11189,62.88472927238152
11190,96.13852820343902
11191,57.29431301194056
11192,77.66098933163302
11193,62.9909164717258
11194,90.29842882390001
11195,61.71921515222374
11196,68.70823286477948
11197,53.30621991745072
11198,62.58427409942459
11199,57.005342686701795
11200,48.220485887508346
11201,86.31325111942171
11202,79.25902593291082
11203,58.575564466789444
11204,51.46001606409526
11205,49.62159378105248
11206,65.53113067336724
11207,62.665522361482346
11208,73.6065314333198
11209,55.246177064330226
11210,70.383427625328
11211,43.572313561496
11212,43.43471646855908
11213,76.76262291974601
11214,42.99256720470649
11215,53.48097999325086
11216,71.33339860588417
11217,51.4392067357037
11218,69.85313044679195
11219,75.66620536388827
11220,61.38515518915054
11221,43.13805407295908
11222,71.67080029045837
11223,42.79472651822769
11224,50.93390538346938
11225,90.32523035651371
11226,63.05403594917129
11227,52.2170997501694
11228,63.703843492017995
11229,59.12238808068375
11230,53.66705713505864
11231,72.73163061552468
11232,68.32079634985385
11233,59.17782493281777
11234,45.9622365183071
11235,82.34027377952043
11236,52.31127937518292
11237,64.51971238527659
11238,49.362468079509284
11239,54.50865350588543
11240,63.46928728528705
11241,63.281454041212704
11242,81.02319363681455
11243,90.70955055112081
11244,51.19496449239489
11245,50.668950206892134
11246,55.37877207573497
11247,73.9826758907735
11248,56.594085058249945
11249,71.09625825049706
11250,42.95114133816963
11251,67.63437223175622
11252,70.20522024947621
11253,54.47101484910961
11254,98.41257235673207
11255,49.182560837518416
11256,61.7535391308389
11257,85.7299073253996
11258,66.15237159558868
11259,60.34061645321026
11260,54.78069810761681
11261,54.67775623465042
11262,55.1225222580954
11263,55.57648932375031
11264,80.27356610891587
11265,51.22277931358502
11266,50.5097558981697
11267,54.73207395803511
11268,52.96711836673742
11269,78.52941984600974
11270,63.773084179745
