Id,age,years_of_experience,lesson_price,qualification,physics,chemistry,biology,english,geography,history,mean_exam_points
27,55.0,5.0,2400.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,83
28,44.0,4.0,2200.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,76
29,35.0,2.0,1600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53
30,46.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52
31,41.0,1.0,2200.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,79
32,47.0,4.0,2300.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,89
33,57.0,3.0,1600.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,42
34,35.0,3.0,2750.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,88
35,54.0,0.0,1200.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,53
36,51.0,5.0,1300.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,69
37,52.0,1.0,2100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,85
38,56.0,1.0,2250.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,76
39,34.0,4.0,1250.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,72
40,53.0,4.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48
41,51.0,3.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59
42,63.0,8.0,2100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,100
43,51.0,0.0,1750.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,61
44,31.0,1.0,2800.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,81
45,42.0,3.0,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58
46,43.0,3.0,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49
47,38.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,57
48,58.0,2.0,1300.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,59
49,44.0,4.0,2200.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,100
50,38.0,3.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,64
51,58.0,2.0,1950.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,65
52,52.0,3.0,1600.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,53
53,48.0,0.0,2200.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,97
54,48.0,2.0,1300.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,59
55,57.0,2.0,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,48
56,50.0,4.0,1800.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,55
57,47.0,0.0,1750.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,57
58,43.0,0.0,1500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,53
59,65.0,2.0,2200.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,83
60,47.0,1.0,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62
61,49.0,3.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44
62,52.0,3.0,1150.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,65
63,50.0,5.0,2500.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,84
64,46.0,0.0,1550.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,38
65,45.0,2.0,2050.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,79
66,33.0,1.0,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33
67,49.0,0.0,2200.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,57
68,66.0,0.0,1150.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,64
69,42.0,0.0,2250.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,82
70,57.0,0.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57
71,47.0,1.0,1050.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,45
72,40.0,0.0,1400.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,54
73,43.0,1.0,1700.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,67
74,52.0,0.0,1200.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,60
75,42.0,2.0,1550.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,64
76,38.0,3.0,2950.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,89
77,41.0,2.0,1100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51
78,46.0,0.0,2200.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,76
79,51.0,0.0,1750.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,60
80,47.0,3.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62
81,53.0,1.0,2250.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,64
82,46.0,1.0,1500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,45
83,55.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48
84,46.0,3.0,1650.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35
85,63.0,0.0,1200.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,54
86,46.0,4.0,3100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,87
87,48.0,2.0,2050.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,81
88,36.0,0.0,2250.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,94
89,36.0,1.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53
90,55.0,1.0,2100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,85
91,64.0,2.0,1750.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52
92,44.0,2.0,1250.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,61
93,46.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57
94,31.0,2.0,2750.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,80
95,57.0,0.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44
96,50.0,0.0,1500.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,55
97,49.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53
98,45.0,1.0,2150.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,71
99,62.0,5.0,1950.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,47
100,42.0,1.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53
101,58.0,3.0,1500.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,66
102,42.0,0.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64
103,56.0,1.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63
104,52.0,4.0,1350.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,55
105,43.0,1.0,1500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,45
106,65.0,0.0,1200.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,41
107,33.0,4.0,950.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,75
108,60.0,2.0,1300.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,61
109,49.0,1.0,1550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35
110,34.0,4.0,1700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,59
111,36.0,0.0,1500.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,72
112,46.0,4.0,2800.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,82
113,48.0,6.0,1250.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,62
114,47.0,2.0,2550.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66
115,51.0,5.0,2650.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,87
116,53.0,0.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60
117,53.0,4.0,1600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36
118,45.0,2.0,1700.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,61
119,47.0,7.0,1900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49
120,47.0,3.0,1600.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,69
121,54.0,2.0,1800.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,65
122,43.0,0.0,1300.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,55
123,46.0,2.0,2200.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,72
124,56.0,2.0,1750.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48
125,45.0,3.0,1900.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,59
126,42.0,2.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52
127,51.0,0.0,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60
128,40.0,0.0,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57
129,50.0,2.0,1550.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,60
130,43.0,0.0,1550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33
131,42.0,0.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50
132,46.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44
133,45.0,0.0,1350.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,70
134,46.0,1.0,2150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,71
135,52.0,1.0,1400.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,62
136,41.0,4.0,1650.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,87
137,45.0,0.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,61
138,40.0,1.0,1550.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,37
139,50.0,2.0,1350.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,55
140,36.0,4.0,1600.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,68
141,44.0,0.0,1450.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,50
142,50.0,5.0,2200.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,100
143,47.0,3.0,2300.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,74
144,35.0,0.0,1450.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,70
145,43.0,4.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43
146,45.0,6.0,850.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,57
147,44.0,2.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41
148,58.0,3.0,2200.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,57
149,51.0,5.0,2250.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,91
150,45.0,3.0,1800.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,49
151,65.0,2.0,1500.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,59
152,68.0,3.0,2200.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,72
153,32.0,3.0,1550.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,56
154,52.0,6.0,3050.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,76
155,46.0,0.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52
156,36.0,0.0,1700.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,59
157,53.0,1.0,2200.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,73
158,49.0,5.0,3200.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,93
159,45.0,2.0,1600.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,46
160,55.0,0.0,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
161,53.0,6.0,2000.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,44
162,41.0,2.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49
163,44.0,2.0,1400.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,54
164,44.0,5.0,1900.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,65
165,49.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67
166,30.0,1.0,1200.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,66
167,36.0,1.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41
168,35.0,0.0,1450.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,59
169,45.0,0.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56
170,53.0,7.0,1600.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,48
171,41.0,0.0,1500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,36
172,58.0,5.0,2450.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,78
173,49.0,4.0,2550.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,81
174,55.0,3.0,1800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43
175,37.0,3.0,1550.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,39
176,46.0,5.0,3150.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,91
177,40.0,0.0,2200.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,80
178,51.0,2.0,2300.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,71
179,53.0,2.0,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66
180,39.0,3.0,1500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,61
181,52.0,4.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,57
182,44.0,1.0,1700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,65
183,47.0,0.0,2200.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,81
184,39.0,0.0,1200.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,58
185,49.0,1.0,2250.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,83
186,46.0,1.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50
187,56.0,6.0,3300.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,84
188,62.0,2.0,2500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,58
189,47.0,5.0,600.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,46
190,49.0,4.0,1650.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,69
191,52.0,6.0,1900.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,66
192,50.0,0.0,1700.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,73
193,45.0,5.0,1700.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32
194,40.0,2.0,2000.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,64
195,56.0,3.0,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47
196,44.0,3.0,1300.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,67
197,31.0,6.0,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68
198,31.0,2.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72
199,60.0,2.0,2150.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,77
200,44.0,1.0,2150.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,75
201,36.0,4.0,1300.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,60
202,38.0,3.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43
203,48.0,2.0,1750.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,55
204,41.0,0.0,2150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,68
205,55.0,0.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65
206,35.0,0.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60
207,55.0,2.0,1200.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,51
208,43.0,1.0,1300.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,53
209,48.0,1.0,1450.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,72
210,43.0,1.0,2200.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,76
211,43.0,6.0,600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61
212,33.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40
213,43.0,2.0,1300.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33
214,39.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48
215,55.0,0.0,2200.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,78
216,43.0,3.0,2100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,70
217,45.0,2.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,49
218,53.0,0.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56
219,46.0,3.0,1800.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,71
220,36.0,0.0,1700.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,75
221,42.0,2.0,1150.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,50
222,50.0,0.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68
223,52.0,0.0,1200.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,68
224,51.0,4.0,1950.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,62
225,39.0,3.0,2650.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,85
226,52.0,2.0,2050.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,76
227,53.0,2.0,2000.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,81
228,55.0,4.0,2450.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,77
229,52.0,3.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68
230,52.0,5.0,2850.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,92
231,47.0,0.0,2150.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,83
232,55.0,5.0,2700.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,86
233,43.0,2.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40
234,50.0,6.0,2750.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,100
235,52.0,0.0,2200.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,86
236,50.0,1.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66
237,47.0,2.0,1250.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,71
238,58.0,2.0,1100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52
239,36.0,4.0,800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
240,49.0,5.0,1900.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,83
241,53.0,1.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51
242,38.0,2.0,1650.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,72
243,23.0,5.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54
244,42.0,3.0,1550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54
245,43.0,1.0,1500.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,63
246,41.0,2.0,1300.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,47
247,60.0,0.0,1550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33
248,39.0,6.0,2250.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,92
249,42.0,1.0,1750.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,70
250,45.0,1.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45
251,37.0,1.0,1450.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,60
252,38.0,1.0,1700.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,71
253,32.0,5.0,1300.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,63
254,36.0,0.0,1750.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,68
255,53.0,4.0,1100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49
256,51.0,0.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40
257,46.0,2.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59
258,46.0,2.0,2050.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,68
259,55.0,2.0,1450.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53
260,56.0,0.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52
261,68.0,10.0,2750.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,79
262,53.0,3.0,1250.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,57
263,50.0,2.0,1050.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46
264,50.0,5.0,3100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,78
265,31.0,1.0,2200.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,77
266,53.0,4.0,1750.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,76
267,56.0,3.0,1400.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,63
268,29.0,1.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,63
269,48.0,3.0,1700.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,52
270,37.0,0.0,1700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52
271,42.0,1.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,55
272,63.0,5.0,2300.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,61
273,39.0,2.0,950.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,57
274,40.0,1.0,2100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,87
275,44.0,7.0,2500.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,88
276,39.0,3.0,2200.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,68
277,46.0,1.0,2250.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,89
278,32.0,1.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78
279,58.0,2.0,1100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61
280,52.0,3.0,1250.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,65
281,42.0,1.0,2200.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,91
282,49.0,2.0,1650.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,57
283,51.0,0.0,1550.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,57
284,35.0,0.0,1200.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,69
285,50.0,2.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66
286,37.0,2.0,2150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,56
287,54.0,0.0,1500.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,59
288,54.0,1.0,1350.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,64
289,51.0,3.0,1550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59
290,31.0,6.0,1850.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,79
291,66.0,0.0,1450.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,63
292,38.0,3.0,1150.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,64
293,40.0,4.0,1100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,57
294,36.0,0.0,1700.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,63
295,60.0,6.0,2750.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,77
296,54.0,4.0,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47
297,36.0,4.0,1850.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,67
298,46.0,3.0,1650.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,33
299,47.0,4.0,3100.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,90
300,40.0,3.0,1450.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,69
301,56.0,0.0,1250.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,54
302,49.0,1.0,1700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,56
303,40.0,1.0,1150.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,51
304,52.0,0.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62
305,45.0,4.0,750.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52
306,33.0,0.0,2200.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,70
307,50.0,4.0,2650.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,75
308,54.0,5.0,3350.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,74
